a,b,c,d,e
A,F,H,L,M
A,F,H,L,M
A,F,H,L,M
A,F,H,L,M
A,F,H,L,M
A,C,H,L,M
A,C,H,L,M
A,C,H,L,M
A,C,H,L,M
A,C,H,L,M
A,C,H,L,M
A,C,H,L,M
A,C,H,L,M
A,C,H,L,M
A,C,H,L,M
A,C,H,L,M
A,C,H,L,M
A,C,H,L,M
A,C,H,L,M
A,C,H,L,M
A,C,H,L,M
A,C,H,L,M
A,C,H,L,M
A,C,H,L,M
A,C,H,L,M
C,C,H,L,M
C,C,H,L,M
C,C,H,L,M
C,D,H,L,M
C,D,H,L,M
C,D,H,L,M
C,D,H,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,K,M
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,G,H
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
A,F,J,G,J
A,F,J,G,J
A,F,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,H
A,H,J,G,H
A,H,G,G,H
A,H,G,G,H
A,H,G,G,H
A,G,G,G,H
A,G,G,G,H
A,G,G,G,H
A,G,G,G,I
A,G,G,G,I
A,G,G,G,I
A,G,G,G,I
A,G,G,G,I
A,G,G,G,I
A,G,G,G,I
A,G,G,G,I
A,G,G,G,I
A,G,H,G,I
A,G,H,G,I
A,G,H,G,I
A,G,H,G,I
A,G,H,G,I
A,G,H,G,I
A,G,H,G,I
A,G,H,G,I
A,G,H,G,I
A,G,H,G,I
A,G,H,G,I
A,G,H,G,I
A,G,H,G,I
A,G,H,G,I
A,G,H,G,I
A,G,H,G,I
A,G,H,G,I
A,G,H,G,I
E,G,H,G,I
E,G,H,G,I
E,G,H,G,I
E,G,H,G,I
E,G,H,G,I
E,G,H,G,I
E,G,H,G,I
E,G,H,G,I
E,G,H,G,I
E,G,H,G,I
A,G,H,G,I
A,G,H,G,I
A,G,H,G,I
A,G,H,G,I
A,G,H,G,I
A,C,H,G,I
A,C,H,G,I
A,C,H,G,I
A,C,H,G,L
A,C,G,G,L
A,C,G,G,L
A,C,G,G,L
A,C,G,L,L
A,C,G,L,L
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
C,C,G,L,M
C,C,G,L,M
C,C,G,L,M
C,C,G,L,M
C,C,G,L,M
C,F,G,L,M
C,F,G,L,M
C,F,G,L,M
C,F,G,L,M
C,F,I,L,M
C,F,I,L,M
C,F,I,L,M
C,F,I,J,M
C,F,I,J,M
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,D,I,J,K
B,D,I,J,K
B,D,I,J,K
B,D,I,J,K
B,D,J,J,K
B,D,J,J,K
B,D,J,J,K
B,D,J,I,K
B,D,J,I,K
B,D,J,I,L
B,D,J,I,L
B,D,J,I,L
B,D,J,I,L
B,D,J,I,L
B,D,J,I,L
B,D,J,I,L
B,D,J,I,L
B,D,J,I,L
B,D,J,I,L
B,D,J,I,L
B,D,J,I,L
B,D,J,I,L
B,D,J,I,L
B,D,J,I,L
B,D,J,I,L
B,D,J,I,L
B,D,J,I,L
B,D,J,I,L
B,D,J,I,L
B,D,J,J,L
B,D,K,J,L
B,D,K,J,L
B,D,K,J,L
B,D,K,J,L
B,D,K,J,L
A,D,K,J,L
A,D,K,J,L
A,D,K,J,L
A,D,K,J,L
A,D,K,J,L
A,D,K,J,L
A,D,K,J,L
A,D,K,J,L
A,D,H,J,L
A,D,H,J,L
A,D,H,J,M
A,D,H,J,M
A,D,H,H,M
A,D,H,H,M
A,D,H,H,M
A,D,H,H,M
A,D,H,H,M
A,D,H,H,M
A,D,H,H,M
A,D,H,H,M
A,D,H,H,M
A,D,H,H,M
A,D,H,H,H
A,D,H,H,H
A,D,H,H,H
A,D,H,H,H
A,D,H,H,H
A,D,H,H,H
A,C,H,H,H
A,C,H,H,H
A,C,H,H,H
A,C,H,H,H
A,C,H,H,H
A,C,H,H,H
A,C,H,H,H
A,C,H,H,H
A,C,H,H,H
A,C,H,H,H
A,C,H,H,H
A,C,H,H,H
A,C,H,H,H
A,C,H,H,I
A,C,H,H,I
A,C,H,H,I
A,C,H,H,I
A,C,H,H,I
A,C,H,H,I
A,C,H,H,I
A,C,H,H,I
A,C,H,H,I
A,H,G,H,I
A,H,G,H,I
A,H,G,K,I
A,H,G,K,I
A,H,G,K,I
A,H,G,K,I
A,H,G,K,I
A,H,G,K,I
A,H,G,K,I
A,H,G,K,I
A,H,G,K,I
A,H,G,K,K
A,H,G,K,K
A,H,G,K,K
A,H,G,K,K
A,H,G,K,K
A,H,G,K,K
A,H,G,K,K
A,H,G,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,K,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
A,H,I,J,K
D,H,I,J,K
D,H,H,J,K
D,H,H,J,K
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,G,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
D,H,H,J,J
F,H,H,J,J
F,H,H,J,J
F,H,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,I,J
F,F,K,I,J
F,F,K,I,J
F,F,K,I,H
F,F,K,I,H
F,F,K,J,H
F,F,K,J,H
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
F,F,K,J,L
C,F,K,J,L
C,F,K,J,L
C,F,K,J,L
C,G,K,J,L
C,G,K,J,L
C,G,K,J,L
C,G,K,J,L
C,G,G,J,L
C,G,G,J,L
C,G,G,J,L
C,G,G,J,L
C,G,G,L,L
C,G,G,L,L
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
C,G,G,L,M
E,G,G,L,M
E,G,G,L,M
E,G,G,L,M
E,D,G,L,M
E,D,G,L,M
E,D,G,L,M
E,D,G,L,M
E,D,J,L,M
E,D,J,L,M
E,D,J,L,M
E,D,J,L,M
E,D,J,J,M
E,D,J,J,M
E,D,J,J,H
E,D,J,J,H
E,D,J,J,H
E,D,J,J,H
E,D,I,J,H
E,D,I,J,H
E,D,I,J,H
E,D,I,J,H
E,D,I,J,H
E,D,I,J,H
E,D,I,K,K
E,D,I,K,K
E,D,I,K,K
E,D,I,K,K
E,D,I,K,K
E,D,I,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,K,K,K
E,D,G,K,H
E,D,G,K,H
E,D,G,K,H
B,D,G,K,H
B,D,G,K,H
B,D,G,J,H
B,D,G,J,H
B,D,G,J,H
B,D,G,J,H
B,D,G,J,H
B,D,G,J,H
B,D,G,J,H
B,D,G,J,H
D,D,G,J,H
D,D,G,J,H
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
D,D,G,J,M
C,D,G,J,M
C,D,G,J,M
C,D,G,J,M
C,D,G,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,J,M
C,D,I,K,M
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,F,I,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,H,J,K,H
D,H,J,K,H
D,H,J,K,H
D,H,J,K,H
D,H,J,K,H
D,H,J,G,H
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
D,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,G,J,G,J
A,G,J,G,J
A,G,J,G,J
A,G,J,G,I
A,G,K,G,I
A,G,K,G,I
A,G,K,G,I
A,G,K,G,I
A,G,K,G,I
A,G,K,G,I
E,G,K,G,I
E,G,K,G,I
E,G,K,G,I
E,G,K,G,I
E,G,K,G,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,G,K,L,I
E,C,K,L,I
E,C,K,L,I
E,C,K,L,I
E,C,K,L,M
E,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
A,C,I,L,M
C,C,I,L,M
C,C,I,L,M
C,C,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,L,M
C,D,I,K,M
C,D,I,K,H
